episodes,raw_rewards,shaped_rewards,rolling_avg,ep_lengths,td_losses,mean_qs,epsilons,variant
128,-190.49626676844926,-194.99626676844912,-264.01530349564325,105,55.733599230383696,-31.72130834647007,0.354818052541195,dqn_per
129,-233.2666752845879,-238.21667528458784,-263.4965945831909,111,51.066179269932015,-33.65701605204962,0.3519795081208654,dqn_per
130,-452.7119258080315,-456.10192580803135,-265.2456220960385,69,50.91655850765567,-53.01630620620262,0.3491636720558985,dqn_per
131,32.532392993230985,29.69239299323111,-260.72079455922614,79,41.650249868612356,-44.51766897583917,0.3463703626794513,dqn_per
132,-56.460741136430144,-61.50074113643008,-258.4831672880131,114,67.27623250235385,-38.25182648136973,0.3435993997780157,dqn_per
133,-326.125804056358,-329.1858040563581,-258.9031846899807,90,60.93542842354286,-42.9848299263715,0.34085060457979155,dqn_per
134,33.89841929113362,29.79841929113367,-258.7182530667126,112,67.43712164876175,-38.17212338139137,0.3381237997431532,dqn_per
135,-340.7464799967789,-345.2964799967786,-258.5148993861495,94,83.66802786836405,-29.212041742626795,0.33541880934520796,dqn_per
136,-186.89828184927023,-191.82828184927013,-258.6826710374759,116,58.43196981200489,-41.16629500370904,0.3327354588704463,dqn_per
137,-107.33772776422546,-109.45772776422533,-260.5066014482131,64,49.07202651885335,-52.186548600376426,0.3300735751994827,dqn_per
138,-156.17263807814186,-161.21263807814194,-259.8701651063318,105,57.9703434220102,-36.64402180107484,0.32743298659788683,dqn_per
139,-292.2931309182489,-298.6231309182489,-257.82221485832514,144,68.56770075187802,-39.33770091019023,0.3248135227051037,dqn_per
140,-711.1150260621845,-715.9550260621852,-264.256422025561,101,56.94630413193745,-57.862331749115086,0.3222150145234629,dqn_per
141,-382.80719322799723,-386.14719322799743,-266.84801335379814,92,51.115270535431996,-46.34559041029299,0.3196372944072752,dqn_per
142,-266.5363581144452,-269.82635811444527,-266.88805221032607,79,58.93535672675384,-48.92643495366479,0.317080196052017,dqn_per
143,-151.04711063389394,-153.26711063389394,-263.75852185151757,63,51.88685003892241,-49.18508903088938,0.31454355448360083,dqn_per
144,-351.5517100772087,-359.64171007720904,-266.06865166135356,199,46.64746489980324,-41.89123850719281,0.31202720604773204,dqn_per
145,-517.2357978673869,-521.5357978673868,-270.51152070344796,92,48.09621143731664,-58.631187946592874,0.30953098839935017,dqn_per
146,-347.79669799488835,-356.36669799488857,-271.1638891717126,184,68.00899585268415,-30.528908334868305,0.30705474049215536,dqn_per
147,-393.38598788871917,-397.27598788871893,-272.85283743962043,88,61.00156206643626,-48.55445841135316,0.3045983025682181,dqn_per
148,-104.1512587135225,-108.64125871352239,-266.89950716663645,94,62.865032074658565,-48.96515666882432,0.3021615161476724,dqn_per
149,-864.2142309221646,-872.2342309221665,-273.67326418168744,167,68.4440150245084,-42.863127664927056,0.299744224018491,dqn_per
150,-122.24232366203341,-124.18232366203345,-273.95697966230284,58,76.6703095130911,-61.479253910783704,0.2973462702263431,dqn_per
151,-259.32233386862083,-263.17233386862097,-272.8882010146908,80,68.60588346986756,-50.81584342803853,0.2949675000645323,dqn_per
152,-142.83794441729637,-146.75794441729636,-273.55242337520366,88,63.62620558829668,-50.623853995332,0.29260776006401606,dqn_per
153,-351.271887655966,-354.09188765596616,-272.90841562032836,81,56.92322825261761,-55.83836696993777,0.2902668979835039,dqn_per
154,-613.3107119194151,-621.8807119194154,-277.44889735248785,181,58.86871677295804,-38.24401714800614,0.2879447627996359,dqn_per
